"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","phase","trial_name","trial_num","key_selected","card_selected","reward","question_order","type_of_trial","block_type","block","index_right","index_left","prob_selected","prob_unselected"
"html-keyboard-response","895","1088742","0.0-5.0-2.0-1.3-2.184","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/52.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","34","1","53","","","2","0","","53","52","",""
"html-keyboard-response","896","1089505","0.0-5.0-2.0-1.3-3.184","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/52.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","34","1","53","0","","2","0","3","53","52","0.5","0.5"
"html-keyboard-response","897","1090416","0.0-5.0-2.0-1.3-0.185","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","898","1090963","0.0-5.0-2.0-1.3-1.185","5c71b17c891e3200012477a2","","","","","","546","<img class='card_left' src='images/old/4.jpg'><img class='card_right' src='images/old/3.jpg'><div class=""fixation"">+</div>","k","","exp","cards","35","","","","","1","0","","","","",""
"html-keyboard-response","899","1091479","0.0-5.0-2.0-1.3-2.185","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","35","1","2","","","1","0","","2","3","",""
"html-keyboard-response","900","1092232","0.0-5.0-2.0-1.3-3.185","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/3.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","35","1","2","0","","1","0","3","2","3","0.25","0.35"
"html-keyboard-response","901","1093148","0.0-5.0-2.0-1.3-0.186","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","902","1093534","0.0-5.0-2.0-1.3-1.186","5c71b17c891e3200012477a2","","","","","","385","<img class='card_left' src='images/old/1.jpg'><img class='card_right' src='images/old/2.jpg'><div class=""fixation"">+</div>","s","","exp","cards","36","","","","","0","0","","","","",""
"html-keyboard-response","903","1094044","0.0-5.0-2.0-1.3-2.186","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/1.jpg'><div class=""fixation"">+</div>","null","","exp","choice","36","0","0","","","0","0","","1","0","",""
"html-keyboard-response","904","1094805","0.0-5.0-2.0-1.3-3.186","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/1.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","36","0","0","0","","0","0","3","1","0","0.25","0.35"
"html-keyboard-response","905","1095718","0.0-5.0-2.0-1.3-0.187","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","906","1096226","0.0-5.0-2.0-1.3-1.187","5c71b17c891e3200012477a2","","","","","","507","<img class='card_left' src='images/catch_trial/55.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/23.jpg' style='transform: rotate(180deg);'>","k","","exp","cards","37","","","","","2","0","","","","",""
"html-keyboard-response","907","1096739","0.0-5.0-2.0-1.3-2.187","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/23.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","37","1","55","","","2","0","","55","54","",""
"html-keyboard-response","908","1097499","0.0-5.0-2.0-1.3-3.187","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/23.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","37","1","55","1","","2","0","3","55","54","0.5","0.5"
"html-keyboard-response","909","1098410","0.0-5.0-2.0-1.3-0.188","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","910","1098978","0.0-5.0-2.0-1.3-1.188","5c71b17c891e3200012477a2","","","","","","568","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","38","","","","","1","0","","","","",""
"html-keyboard-response","911","1099489","0.0-5.0-2.0-1.3-2.188","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","38","0","2","","","1","0","","3","2","",""
"html-keyboard-response","912","1100249","0.0-5.0-2.0-1.3-3.188","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","38","0","2","0","","1","0","3","3","2","0.25","0.35"
"html-keyboard-response","913","1101162","0.0-5.0-2.0-1.3-0.189","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","914","1101790","0.0-5.0-2.0-1.3-1.189","5c71b17c891e3200012477a2","","","","","","627","<img class='card_left' src='images/catch_trial/8.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/61.jpg' style='transform: rotate(180deg);'>","s","","exp","cards","39","","","","","2","0","","","","",""
"html-keyboard-response","915","1102293","0.0-5.0-2.0-1.3-2.189","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/8.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","39","0","56","","","2","0","","57","56","",""
"html-keyboard-response","916","1103051","0.0-5.0-2.0-1.3-3.189","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/8.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","39","0","56","1","","2","0","3","57","56","0.5","0.5"
"html-keyboard-response","917","1103966","0.0-5.0-2.0-1.3-0.190","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","918","1104442","0.0-5.0-2.0-1.3-1.190","5c71b17c891e3200012477a2","","","","","","476","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","40","","","","","1","0","","","","",""
"html-keyboard-response","919","1104953","0.0-5.0-2.0-1.3-2.190","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","40","0","2","","","1","0","","3","2","",""
"html-keyboard-response","920","1105709","0.0-5.0-2.0-1.3-3.190","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","40","0","2","0","","1","0","3","3","2","0.25","0.35"
"html-keyboard-response","921","1106621","0.0-5.0-2.0-1.3-0.191","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","922","1107045","0.0-5.0-2.0-1.3-1.191","5c71b17c891e3200012477a2","","","","","","422","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","41","","","","","1","0","","","","",""
"html-keyboard-response","923","1107561","0.0-5.0-2.0-1.3-2.191","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","41","0","2","","","1","0","","3","2","",""
"html-keyboard-response","924","1108318","0.0-5.0-2.0-1.3-3.191","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","41","0","2","0","","1","0","3","3","2","0.25","0.35"
"html-keyboard-response","925","1109231","0.0-5.0-2.0-1.3-0.192","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","926","1109805","0.0-5.0-2.0-1.3-1.192","5c71b17c891e3200012477a2","","","","","","572","<img class='card_left' src='images/catch_trial/50.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/54.jpg' style='transform: rotate(180deg);'>","s","","exp","cards","42","","","","","2","0","","","","",""
"html-keyboard-response","927","1110314","0.0-5.0-2.0-1.3-2.192","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/50.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","42","0","58","","","2","0","","59","58","",""
"html-keyboard-response","928","1111075","0.0-5.0-2.0-1.3-3.192","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/50.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","42","0","58","1","","2","0","3","59","58","0.5","0.5"
"html-keyboard-response","929","1111988","0.0-5.0-2.0-1.3-0.193","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","930","1112857","0.0-5.0-2.0-1.3-1.193","5c71b17c891e3200012477a2","","","","","","869","<img class='card_left' src='images/old/1.jpg'><img class='card_right' src='images/old/2.jpg'><div class=""fixation"">+</div>","s","","exp","cards","43","","","","","0","0","","","","",""
"html-keyboard-response","931","1113366","0.0-5.0-2.0-1.3-2.193","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/1.jpg'><div class=""fixation"">+</div>","null","","exp","choice","43","0","0","","","0","0","","1","0","",""
"html-keyboard-response","932","1114125","0.0-5.0-2.0-1.3-3.193","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/1.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","43","0","0","0","","0","0","3","1","0","0.25","0.35"
"html-keyboard-response","933","1115033","0.0-5.0-2.0-1.3-0.194","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","934","1115496","0.0-5.0-2.0-1.3-1.194","5c71b17c891e3200012477a2","","","","","","462","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","44","","","","","1","0","","","","",""
"html-keyboard-response","935","1116005","0.0-5.0-2.0-1.3-2.194","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","44","0","2","","","1","0","","3","2","",""
"html-keyboard-response","936","1116757","0.0-5.0-2.0-1.3-3.194","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","44","0","2","1","","1","0","3","3","2","0.25","0.35"
"html-keyboard-response","937","1117667","0.0-5.0-2.0-1.3-0.195","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","938","1118288","0.0-5.0-2.0-1.3-1.195","5c71b17c891e3200012477a2","","","","","","619","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","45","","","","","1","0","","","","",""
"html-keyboard-response","939","1118796","0.0-5.0-2.0-1.3-2.195","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","45","0","2","","","1","0","","3","2","",""
"html-keyboard-response","940","1119554","0.0-5.0-2.0-1.3-3.195","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","45","0","2","1","","1","0","3","3","2","0.25","0.35"
"html-keyboard-response","941","1120470","0.0-5.0-2.0-1.3-0.196","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","942","1121203","0.0-5.0-2.0-1.3-1.196","5c71b17c891e3200012477a2","","","","","","732","<img class='card_left' src='images/catch_trial/28.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/37.jpg' style='transform: rotate(180deg);'>","s","","exp","cards","46","","","","","2","0","","","","",""
"html-keyboard-response","943","1121707","0.0-5.0-2.0-1.3-2.196","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/28.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","46","0","60","","","2","0","","61","60","",""
"html-keyboard-response","944","1122460","0.0-5.0-2.0-1.3-3.196","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/28.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","46","0","60","0","","2","0","3","61","60","0.5","0.5"
"html-keyboard-response","945","1123375","0.0-5.0-2.0-1.3-0.197","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","946","1123767","0.0-5.0-2.0-1.3-1.197","5c71b17c891e3200012477a2","","","","","","391","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","47","","","","","1","0","","","","",""
"html-keyboard-response","947","1124275","0.0-5.0-2.0-1.3-2.197","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","47","0","2","","","1","0","","3","2","",""
"html-keyboard-response","948","1125042","0.0-5.0-2.0-1.3-3.197","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","47","0","2","0","","1","0","3","3","2","0.25","0.35"
